dfs_time;bfs_time;algorithm;num_vertices;num_edges;total_ram;cpu_model
0.047165;0.053349;NumCC;959;3054;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.037596;0.044701;NumCC;848;2371;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.046677;0.052634;NumCC;957;2989;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.010209;0.01074;NumCC;577;1146;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000562;0.00019;IsBipartite;557;996;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009478;0.010049;NumCC;547;989;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002299;0.000613;IsBipartite;561;1057;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.01627;0.017092;NumCC;825;2304;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002353;0.000696;IsBipartite;623;1234;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004584;0.000735;IsBipartite;734;1817;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003387;0.00031;IsBipartite;903;2811;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005506;0.00055;IsBipartite;753;1836;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001862;0.000606;IsBipartite;523;866;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002538;0.000705;IsBipartite;640;1311;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002195;0.00055;IsBipartite;651;1381;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.010851;0.000797;IsBipartite;978;3202;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.008516;0.009457;NumCC;513;899;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000661;0.0001;IsBipartite;562;1089;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000661;0.00015;IsBipartite;579;1103;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000741;0.000201;IsBipartite;586;1172;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000491;0.00014;IsBipartite;559;979;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009278;0.000582;IsBipartite;956;3025;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001663;0.00016;IsBipartite;749;1876;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.014527;0.015099;NumCC;750;1834;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.04348;0.051574;NumCC;950;2987;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002444;0.000401;IsBipartite;764;2035;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.031279;0.037222;NumCC;745;1829;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002343;0.000861;IsBipartite;501;833;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004078;0.00019;IsBipartite;981;3274;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009328;0.009678;NumCC;546;987;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.031349;0.035695;NumCC;719;1704;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.029014;0.032351;NumCC;665;1509;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.041658;0.048972;NumCC;903;2745;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.00212;0.000754;IsBipartite;567;1044;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.015549;0.01577;NumCC;796;2137;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.006669;0.001338;IsBipartite;812;2183;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004514;0.000705;IsBipartite;755;1831;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007941;0.001027;IsBipartite;708;1724;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001082;0.000561;IsBipartite;509;868;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005531;0.000568;IsBipartite;791;2136;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.026733;0.030351;NumCC;632;1311;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.039126;0.046567;NumCC;875;2486;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.036057;0.046595;NumCC;829;2255;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.029657;0.026516;NumCC;535;940;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.021446;0.024253;NumCC;555;1021;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001908;0.000496;IsBipartite;546;996;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.019286;0.019437;NumCC;922;2944;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003364;0.000534;IsBipartite;654;1442;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.048937;0.044238;NumCC;759;1886;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003358;0.000779;IsBipartite;631;1332;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.008677;0.009588;NumCC;528;852;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.032275;0.037442;NumCC;757;1859;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.036061;0.03987;NumCC;770;2068;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002034;0.000341;IsBipartite;753;1809;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.00789;0.000903;IsBipartite;903;2692;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002865;0.000191;IsBipartite;903;2666;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002855;0.00023;IsBipartite;931;2753;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001493;0.00033;IsBipartite;699;1593;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000761;0.00018;IsBipartite;574;1141;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001102;0.00028;IsBipartite;636;1318;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.043663;0.049888;NumCC;886;2569;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002895;0.000261;IsBipartite;867;2470;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003958;0.00036;IsBipartite;962;3020;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.018054;0.019447;NumCC;893;2620;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.012503;0.012854;NumCC;666;1511;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.016891;0.016922;NumCC;824;2267;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002544;0.000453;IsBipartite;664;1494;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002885;0.000251;IsBipartite;894;2685;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001543;0.00025;IsBipartite;740;1792;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001092;0.00022;IsBipartite;593;1232;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001012;0.00025;IsBipartite;629;1332;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.027512;0.028585;NumCC;610;1229;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005836;0.00106;IsBipartite;785;2009;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.01078;0.011211;NumCC;610;1262;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.038889;0.036039;NumCC;714;1679;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020538;0.02108;NumCC;984;3215;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.022197;0.025734;NumCC;572;1097;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.010129;0.01055;NumCC;573;1100;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.050776;0.059698;NumCC;853;2397;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.031193;0.036963;NumCC;730;1792;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.016751;0.016842;NumCC;833;2268;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002414;0.000281;IsBipartite;829;2270;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004701;0.00058;IsBipartite;707;1732;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.017763;0.018285;NumCC;877;2585;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.016151;0.016811;NumCC;815;2173;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.019997;0.020288;NumCC;949;3045;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.010518;0.001145;IsBipartite;970;3084;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007989;0.000343;IsBipartite;920;2848;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.022302;0.021631;NumCC;998;3254;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001853;0.000151;IsBipartite;759;1932;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009706;0.001207;IsBipartite;932;2883;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.006986;0.000611;IsBipartite;869;2483;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.044833;0.046171;NumCC;854;2411;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009879;0.010279;NumCC;553;1038;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.02777;0.03235;NumCC;676;1459;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.01085;0.011271;NumCC;602;1197;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.019032;0.022222;NumCC;513;871;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002174;0.00018;IsBipartite;822;2186;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002364;0.00014;IsBipartite;837;2318;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008687;0.009147;NumCC;515;881;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.0102;0.000479;IsBipartite;950;3091;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003557;0.000361;IsBipartite;921;2846;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009468;0.010149;NumCC;549;1044;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009848;0.010189;NumCC;562;1041;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001062;0.00012;IsBipartite;674;1479;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.0336;0.038636;NumCC;756;1979;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.019326;0.019768;NumCC;926;2841;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003116;0.000241;IsBipartite;888;2633;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009061;0.000711;IsBipartite;949;2876;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.00868;0.000597;IsBipartite;959;3029;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.025746;0.029967;NumCC;629;1321;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020248;0.02137;NumCC;965;3111;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008706;0.009628;NumCC;526;864;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000871;0.000291;IsBipartite;559;1061;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003984;0.000977;IsBipartite;682;1535;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002753;0.0004;IsBipartite;625;1359;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002719;0.00069;IsBipartite;629;1330;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.017794;0.018545;NumCC;880;2605;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.047941;0.063246;NumCC;841;2344;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.044093;0.03856;NumCC;761;1934;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.0104;0.011161;NumCC;583;1166;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.014768;0.015469;NumCC;762;1925;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001264;0.000397;IsBipartite;501;906;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004008;0.00035;IsBipartite;997;3286;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.032749;0.037624;NumCC;751;1861;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009007;0.009748;NumCC;523;946;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.010209;0.01071;NumCC;585;1114;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005327;0.001006;IsBipartite;738;1836;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001062;0.000351;IsBipartite;536;943;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.031088;0.035647;NumCC;721;1733;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.031232;0.036224;NumCC;734;1841;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.017723;0.018685;NumCC;878;2589;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.010686;0.00074;IsBipartite;939;2913;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.043126;0.051474;NumCC;942;2990;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003607;0.000972;IsBipartite;680;1561;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.012474;0.012704;NumCC;662;1453;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.012774;0.013485;NumCC;690;1584;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.012654;0.013094;NumCC;681;1532;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.020208;0.020779;NumCC;967;2989;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002767;0.000819;IsBipartite;597;1255;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009109;0.0009;IsBipartite;920;2833;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.018826;0.019045;NumCC;923;2782;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002046;0.00043;IsBipartite;626;1282;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.041309;0.049044;NumCC;907;2704;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004248;0.000431;IsBipartite;967;3173;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005507;0.000502;IsBipartite;780;2006;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004294;0.000869;IsBipartite;716;1653;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003825;0.000415;IsBipartite;723;1761;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.013264;0.013956;NumCC;710;1611;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.042784;0.052436;NumCC;949;2997;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.006648;0.001036;IsBipartite;822;2355;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.037585;0.037782;NumCC;745;1879;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000511;0.00016;IsBipartite;529;906;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.033406;0.038516;NumCC;769;1938;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020629;0.024085;NumCC;544;974;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002424;0.000595;IsBipartite;636;1349;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.019627;0.019767;NumCC;924;2858;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008488;0.00058;IsBipartite;910;2732;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001784;0.00027;IsBipartite;768;1952;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.011622;0.012043;NumCC;631;1318;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004138;0.000949;IsBipartite;641;1421;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020742;0.023961;NumCC;535;992;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003387;0.00029;IsBipartite;907;2858;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.0105;0.01081;NumCC;588;1161;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001754;0.00036;IsBipartite;720;1703;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.007662;0.000748;IsBipartite;873;2533;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.012794;0.013155;NumCC;675;1538;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.011484;0.001047;IsBipartite;879;2635;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002117;0.000901;IsBipartite;505;848;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.01036;0.01091;NumCC;582;1191;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008044;0.000645;IsBipartite;881;2667;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003146;0.00028;IsBipartite;901;2622;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003617;0.00017;IsBipartite;993;3193;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.035696;0.043005;NumCC;819;2277;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007284;0.000614;IsBipartite;855;2507;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.01094;0.011332;NumCC;600;1236;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008039;0.000512;IsBipartite;917;2791;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.006839;0.000724;IsBipartite;845;2348;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003878;0.00038;IsBipartite;920;2869;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004068;0.000762;IsBipartite;708;1699;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.021078;0.023794;NumCC;537;988;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.012985;0.013315;NumCC;689;1473;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.031842;0.036497;NumCC;732;1787;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.029938;0.03661;NumCC;547;958;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.015139;0.016;NumCC;777;2079;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.032402;0.044042;NumCC;731;1787;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000641;0.000151;IsBipartite;594;1125;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.022676;0.025913;NumCC;577;1111;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.018435;0.019216;NumCC;886;2618;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003677;0.000925;IsBipartite;594;1159;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.039146;0.045925;NumCC;868;2490;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011472;0.012092;NumCC;647;1319;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005442;0.00061;IsBipartite;777;2016;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.008558;0.000978;IsBipartite;900;2675;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.013135;0.013866;NumCC;688;1630;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.038903;0.047143;NumCC;879;2537;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001122;0.00024;IsBipartite;670;1481;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.018955;0.019297;NumCC;912;2783;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.027506;0.031921;NumCC;622;1285;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011732;0.012283;NumCC;642;1401;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002946;0.00019;IsBipartite;931;2793;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.032145;0.037133;NumCC;743;1858;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.012293;0.012694;NumCC;664;1497;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000371;0.00016;IsBipartite;510;812;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.040468;0.04309;NumCC;826;2267;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005725;0.000611;IsBipartite;797;2133;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.013175;0.013876;NumCC;703;1559;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002154;0.00015;IsBipartite;836;2293;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003016;0.000381;IsBipartite;891;2548;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000942;0.000301;IsBipartite;560;1066;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.016401;0.016741;NumCC;821;2203;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008337;0.000822;IsBipartite;885;2659;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.039743;0.047317;NumCC;883;2596;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020729;0.021981;NumCC;983;3227;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001754;0.00027;IsBipartite;714;1717;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000581;0.0001;IsBipartite;574;1125;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.011682;0.012023;NumCC;633;1365;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.028548;0.035721;NumCC;621;1199;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003226;0.000529;IsBipartite;653;1530;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009858;0.01063;NumCC;573;1052;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001692;0.000852;IsBipartite;513;900;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005487;0.001091;IsBipartite;634;1391;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.039264;0.04716;NumCC;885;2578;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011211;0.020498;NumCC;624;1291;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001483;0.00025;IsBipartite;723;1723;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.006054;0.00089;IsBipartite;743;1855;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005201;0.000826;IsBipartite;670;1401;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.024202;0.02778;NumCC;589;1152;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.021921;0.024316;NumCC;997;3304;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.021073;0.023949;NumCC;552;989;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001695;0.000485;IsBipartite;578;1116;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000971;0.0002;IsBipartite;642;1340;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.01065;0.011171;NumCC;597;1170;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008293;0.000283;IsBipartite;924;2883;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011552;0.011972;NumCC;627;1344;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.019569;0.022366;NumCC;505;838;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.033619;0.039342;NumCC;767;1935;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009483;0.0007;IsBipartite;980;3108;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001012;0.00017;IsBipartite;637;1388;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.029954;0.034799;NumCC;704;1621;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.033296;0.03936;NumCC;770;1900;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003135;0.000301;IsBipartite;879;2576;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.020809;0.020989;NumCC;977;3180;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.012047;0.00093;IsBipartite;941;2972;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003828;0.00012;IsBipartite;992;3241;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.01582;0.016301;NumCC;789;2112;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.014892;0.000882;IsBipartite;881;2491;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005973;0.001483;IsBipartite;715;1695;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.048492;0.053161;NumCC;956;3070;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.014468;0.014296;NumCC;736;1803;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003507;0.00018;IsBipartite;978;3167;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009631;0.000767;IsBipartite;877;2655;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.018054;0.019526;NumCC;889;2689;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003888;0.00017;IsBipartite;998;3331;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009311;0.000568;IsBipartite;968;3239;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020829;0.020068;NumCC;914;2785;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.03955;0.047136;NumCC;870;2562;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002966;0.000261;IsBipartite;869;2565;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.00238;0.000604;IsBipartite;558;1116;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020068;0.020418;NumCC;950;2975;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
